0000413	Outback Steakhouse	137 174 249 191 192 225 075 205 053 165
0000414	Wild Onion	214 249 025 006 075 205 052 164
0000415	Club Creole	026 030 047 078 208 056 170
0000416	Capriccio's	137 249 125 075 205 053 165
0000417	Charlie Chiang	137 174 039 075 205 052 164
0000418	PUMP ROOM	026 174 099 200 245 196 193 191 192 146 040 057 071 024 229 006 076 206 055 167
0000419	Pazzo's Pizza & Pasta Kitchen	026 249 174 024 125 075 205 053 164
0000420	LaLO	214 249 086 136 149 142 076 205 052 164
0000421	Brother Jimmy's BBQ	214 249 194 215 213 174 249 184 191 192 017 074 204 052 164
0000422	Brasserie Bellevue	026 249 174 193 063 040 092 075 205 053 165
0000423	Boston Blackie's	214 249 194 215 213 174 249 229 107 075 205 052 163
0000424	Del Debbio's	137 125 075 205 051 164
0000425	Austin Koo's Mandarin	026 039 074 204 052 164
0000426	LE FRANCAIS	137 190 174 097 011 080 200 245 196 193 189 146 114 024 091 077 207 055 169
0000427	Sixty-Five	214 253 249 174 198 059 231 229 039 075 204 051 164
0000428	Jackie's	214 190 097 099 200 245 196 191 192 146 025 090 014 076 206 053 168
0000429	Greenery	137 097 136 025 007 076 206 054 167
0000430	Dellwood Pickle	214 035 249 059 231 156 008 068 074 204 051 163
0000431	Merlot Joe's	214 174 249 200 063 092 075 205 052 164
0000432	Roditys	026 249 174 249 191 192 001 103 075 205 052 164
0000433	Stella d'Italia	026 249 196 242 125 075 205 053 165
0000434	Tuttaposto	026 174 101 249 196 025 140 076 205 053 166
0000435	Hi Howe	214 198 149 039 075 204 051 163
0000436	La Fontanella	214 249 229 125 075 205 052 165
0000437	Retro Bistro	137 174 200 196 193 191 192 025 092 076 206 053 166
0000438	Heartland Cafe	214 249 249 063 111 083 059 231 057 071 036 156 112 243 074 204 052 163
0000439	Tony Spavone's	137 249 191 192 057 071 125 075 205 052 165
0000440	Basilico	137 174 196 125 075 205 052 164
0000441	Tania's	214 174 004 132 249 057 071 048 075 205 053 165
0000442	Mekong	214 246 075 204 052 163
0000443	Best Hunan	137 174 136 039 076 205 053 164
0000444	Myron & Phil's	137 249 149 229 212 225 129 076 205 052 166
0000445	Campeche	214 004 132 249 142 074 204 051 163
0000446	Boulevard	026 174 099 200 146 040 024 045 075 206 054 167
0000447	SEASONS	026 174 097 080 099 245 193 146 040 024 025 006 077 207 055 168
0000448	Czech Plaza	137 249 249 149 049 075 205 052 163
0000449	Twisted Lizard	214 249 086 249 234 078 208 056 170
0000450	Bravissimo	026 174 249 191 192 063 024 125 075 205 053 165
0000451	Angelina Ristorante	214 174 249 149 125 075 205 053 165
0000452	Dancing Noodles Cafe	137 249 174 100 178 249 059 231 021 125 074 204 052 163
0000453	Club Lucky	214 174 249 149 191 192 114 125 075 205 053 164
0000454	Tapas Barcelona	026 249 174 184 245 191 192 242 223 232 078 208 056 170
0000455	Poolgogi House	214 035 198 130 078 208 056 170
0000456	Cafe Phoenicia	214 198 143 075 205 052 164
0000457	Stefani's	214 174 249 191 192 063 125 182 075 205 053 165
0000458	Erie Cafe	026 174 099 249 191 192 242 024 225 075 205 053 167
0000459	Little Europe	214 249 136 198 021 186 076 205 053 163
0000460	Papagus Greek Taverna	026 249 174 245 191 192 063 040 024 103 075 205 054 165
0000461	Stetson's Chop House	026 174 099 040 024 225 075 205 053 167
0000462	Korean Restaurant	214 004 132 021 130 074 204 051 163
0000463	VINCI	214 174 249 196 191 192 125 076 206 054 166
0000464	Giordano's	214 100 182 075 204 052 163
0000465	Celebrity Cafe	026 174 040 024 068 076 205 053 167
0000466	Carlucci	214 174 249 191 192 063 247 125 076 206 054 166
0000467	Don Juan's	137 249 142 076 205 052 165
0000468	August Moon	214 035 118 075 204 052 163
0000469	Ruth's Chris Steak House	026 174 101 099 245 024 225 076 206 053 167
0000470	Clara's Pasta di Casa	137 174 198 149 125 078 208 056 170
0000471	Tokyo Marina	214 174 128 075 205 052 164
0000472	La Gondola	214 174 249 125 075 205 052 165
0000473	Singha	026 024 235 075 204 052 163
0000474	La Creperie	214 249 035 249 200 063 091 075 205 052 164
0000475	Bukhara	026 174 021 001 117 075 204 053 165
0000476	Soul Kitchen	214 035 249 149 025 007 034 006 076 205 053 164
0000477	Emilio's Meson Sabika	137 174 011 057 071 223 232 078 208 056 170
0000478	Hackney's	137 249 174 100 086 249 063 107 075 205 052 163
0000479	Gennaro's	214 249 198 125 075 204 052 165
0000480	Home Bakery	214 249 198 059 231 036 186 075 205 051 162
0000481	Bando	214 174 130 075 204 052 164
0000482	Aurelio's	137 100 086 149 182 075 205 052 163
0000483	Robinson's No. 1 Ribs	214 100 086 249 063 017 075 204 051 164
0000484	Trattoria Roma Terza	026 249 125 076 205 053 165
0000485	ENTRE NOUS	026 174 193 146 040 090 006 076 206 054 168
0000486	Hat Dance	026 174 101 249 184 063 222 075 205 054 165
0000487	Cannella's	026 174 249 229 125 075 205 052 164
0000488	Pegasus	026 249 174 249 191 192 103 075 205 053 164
0000489	Nookies Too	214 249 100 086 249 149 156 008 074 204 052 163
0000490	El Nandu	214 059 231 012 078 208 056 170
0000491	Noodle Noodle	214 253 150 149 083 014 075 205 052 163
0000492	Pomodori	214 174 249 196 242 125 078 208 056 170
0000493	My pi Pizzeria	214 249 004 132 100 086 149 182 075 204 052 163
0000494	Lupita's	137 100 086 142 075 205 053 164
0000495	Benkay	026 174 099 191 192 040 024 128 076 206 054 167
0000496	Heaven On Seven	026 149 083 059 231 156 008 030 047 042 061 076 205 052 163
0000497	Medici	137 249 004 132 086 249 083 156 008 107 074 204 052 163
0000498	O Fame	214 249 100 086 149 125 182 075 204 052 164
0000499	Piatti Verde	026 125 243 078 208 056 170
0000500	Gypsy's Cove	214 174 249 242 232 180 075 205 052 165
0000501	Chez Paul	026 174 249 200 191 192 146 010 247 057 071 045 091 075 205 054 167
0000502	Kampai	137 174 191 192 128 076 205 053 165
0000503	UN GRAND CAFE	214 174 097 249 200 245 196 063 092 076 206 054 167
0000504	Fernando's	214 142 075 205 052 163
0000505	Oak Tree	026 253 249 198 149 156 008 075 204 053 163
0000506	Pomodoro	137 174 249 125 075 205 053 165
0000507	Zarrosta Grill	137 249 174 100 086 191 192 182 031 075 205 053 165
0000508	Chicago Diner	214 253 249 174 249 150 149 111 156 112 243 074 204 051 163
0000509	Szechwan Restaurant	137 249 174 191 192 021 039 075 205 053 164
0000510	Pierogi Inn	214 035 249 198 186 075 204 051 163
0000511	Orbit	214 249 249 198 186 075 205 051 163
0000512	Southport City Saloon	214 249 249 184 191 192 063 247 008 074 204 052 164
0000513	Tucchetti	137 174 100 249 198 125 074 205 053 164
0000514	Fountain Blue	137 249 200 146 008 045 075 205 053 165
0000515	Cucina Roma	137 174 025 125 078 208 056 170
0000516	Blue Mesa	214 249 174 249 191 192 063 247 025 222 075 205 053 164
0000517	Original Pancake House	214 100 086 149 156 008 076 205 052 163
0000518	Fireplace Inn	026 004 132 249 200 063 247 017 075 205 052 164
0000519	Seven Treasures	214 249 004 132 149 039 075 204 051 162
0000520	Hashalom	214 035 143 144 075 204 051 163
0000521	Leo's Lunchroom	214 035 249 149 197 156 068 006 076 204 052 163
0000522	Chez Delphonse	214 249 025 034 090 075 205 052 164
0000523	Lindo Mexico	137 249 004 132 100 086 249 001 142 075 204 053 164
0000524	Palm	026 174 099 249 245 189 191 192 024 225 076 205 053 167
0000525	Delaney and Murphy	137 174 099 040 024 225 075 205 053 166
0000526	Gino's Steak House	137 174 198 024 225 078 208 056 170
0000527	Jerome's	214 249 102 249 063 036 156 068 006 075 205 053 165
0000528	Da Nicola Ristorante	214 249 125 074 205 052 165
0000529	Nuevo Leon	214 249 004 132 136 156 001 142 076 205 051 163
0000530	Abbis Abeba	214 072 075 205 051 163
0000531	Daniello's	137 174 249 198 057 071 125 074 204 052 164
0000532	Queen of the Sea	137 004 132 249 220 217 078 208 056 170
0000533	Rinconcito Sudamericano	214 249 136 001 180 075 205 052 164
0000534	Convito Italiano	137 249 174 059 231 036 025 125 075 205 053 165
0000535	Filippo's	214 249 196 125 075 205 053 165
0000536	Yvette North	137 174 249 191 192 057 071 092 078 208 056 170
0000537	Caribbean Delight	137 249 034 075 204 052 164
0000538	Kamehachi	026 128 076 205 053 165
0000539	Trattoria Pizzeria Roma	026 249 125 182 075 205 053 165
0000540	Machu Picchu	214 035 180 078 208 056 170
0000541	Gold Coast Dogs	026 249 100 086 059 231 229 008 075 204 051 162
0000542	Roxy Cafe	137 249 249 198 242 024 008 068 006 075 205 053 164
0000543	Weber Grill Restaurant	137 249 174 100 249 008 017 075 205 053 165
0000544	Cuisine:s	026 174 136 040 140 076 206 054 167
0000545	Como Inn	026 249 174 249 191 192 010 125 075 205 053 165
0000546	Bub City Crabshack & BBQ	214 249 174 100 249 191 192 197 057 071 212 017 074 205 053 164
0000547	Dragon Inn	137 174 039 075 205 052 164
0000548	Monastero's	214 249 191 192 125 075 205 053 165
0000549	Ambassador Caffe	214 035 048 078 208 056 170
0000550	Mathon's	137 249 212 075 205 052 165
0000551	La Locanda	026 174 249 200 245 024 125 076 205 053 167
0000552	It's Greek to Me	026 174 004 132 249 103 075 205 053 164
0000553	Old Carolina Crab House	026 249 174 191 192 001 212 075 205 053 165
0000554	Buckingham's	026 174 099 146 040 024 225 075 206 053 167
0000555	Gale Street Inn	214 174 249 198 008 045 017 075 205 052 164
0000556	Grappa	026 174 101 099 200 193 242 040 247 024 125 076 205 054 167
0000557	Poul Zakopane Harnas	214 045 186 078 208 056 170
0000558	Soul Queen	137 249 174 004 132 249 136 021 220 217 078 208 056 170
0000559	Cousin's	214 249 035 198 140 143 075 204 051 163
0000560	Taylor Brewing Company	137 194 215 213 174 184 008 074 204 053 163
0000561	Trader Vic's	026 174 099 191 192 040 024 021 187 078 208 056 170
0000562	Home Run Inn	137 249 100 086 149 229 182 075 204 052 163
0000563	Winnetka Grill	137 174 011 249 200 196 191 192 063 025 006 076 206 053 167
0000564	TRIO	137 174 011 080 099 150 200 245 196 191 192 242 146 114 111 247 090 125 014 077 207 055 169
0000565	Giovanni's	137 174 004 132 249 136 198 245 191 192 059 231 008 125 075 205 052 164
0000566	French Kitchen	137 249 196 091 075 205 053 165
0000567	Pasteur	137 253 245 021 246 075 204 051 164
0000568	Sweet Spice Cafe & Bar	026 249 249 068 006 075 205 053 164
0000569	Army & Lou's	137 249 149 036 021 156 220 217 075 205 052 163
0000570	Gaylord India	026 196 021 117 075 205 052 164
0000571	Windows of Cuisine	137 174 136 198 025 039 075 205 053 165
0000572	White Knights	137 174 057 071 202 078 208 056 170
0000573	Ranalli's	214 249 174 004 132 100 086 149 063 125 182 074 204 052 163
0000574	Taylor Street Bistro	214 174 196 092 075 205 053 166
0000575	La Risotteria Nord	214 174 249 242 125 076 205 053 166
0000576	Vivere	026 174 101 099 200 245 196 189 191 192 024 125 076 206 054 167
0000577	Whitehall Place	026 040 024 045 078 208 056 170
0000578	Vinny's	214 174 178 249 191 192 063 125 074 205 052 165
0000579	Three Happiness	214 249 174 035 149 039 060 075 204 051 164
0000580	Davis Street Fishmarket	137 249 212 075 205 052 164
0000581	Carson's Ribs	026 174 249 229 008 017 075 205 052 165
0000582	Lac Vien	214 249 246 075 204 051 163
0000583	Busy Bee	214 249 198 156 042 061 186 075 205 051 162
0000584	Pandl's in Bayside	137 249 174 150 191 192 006 075 205 053 165
0000585	Espial	214 004 132 184 200 196 191 192 025 068 092 125 078 208 056 170
0000586	Bice	026 249 174 099 249 189 191 192 063 114 024 125 075 205 054 167
0000587	Alex's Washington Gardens	137 035 249 196 125 075 205 052 165
0000588	P.S. Bangkok	214 253 035 198 021 235 076 205 052 164
0000589	Lone Star Steakhouse	137 174 100 086 249 225 075 205 053 164
0000590	Claim Company	026 249 174 100 086 149 229 068 107 074 205 052 163
0000591	Cafe Iberico	026 249 004 132 249 001 223 232 091 075 205 052 164
0000592	302 West	137 011 200 196 146 212 031 076 206 054 167
0000593	Szechwan House	026 249 024 021 039 075 205 052 164
0000594	Ishtar Inn	026 143 075 205 052 163
0000595	Rosebud on Rush	026 237 174 101 099 249 245 189 191 192 114 024 125 076 205 053 166
0000596	Kyoto Japanese Restaurant	214 128 076 205 052 165
0000597	Cafe 36	137 249 249 136 200 196 191 192 090 125 076 205 053 166
0000598	Edith's Bar-B-Q	214 035 249 136 149 017 076 205 051 163
0000599	Poor Phil's Oyster Bar	137 174 040 212 075 204 052 163
0000600	Tutto Italiano	026 174 136 125 078 208 056 170
0000601	Eccentric	026 174 101 249 184 191 192 006 075 205 053 166
0000602	Marc	026 174 101 099 249 245 242 024 006 076 205 053 167
0000603	Mare	026 174 101 099 249 245 189 191 192 063 242 114 024 125 212 076 205 054 167
0000604	Mia Torre	026 125 075 205 053 164
0000605	Johnny D's	137 174 125 182 075 205 052 164
0000606	Courtright's	137 174 099 249 200 196 191 192 024 008 078 208 056 170
0000607	Ostioneria Playa Azul	214 004 132 212 142 075 204 052 164
0000608	Schulien's	214 249 191 192 057 071 229 229 001 098 075 205 053 165
0000609	Dieterle's	137 249 011 249 136 098 076 205 052 164
0000610	BISTRO BANLIEUE	137 174 097 011 025 092 076 206 054 166
0000611	Cafe Absinthe	214 102 174 249 200 242 114 006 076 205 054 167
0000612	MIA FRANCESCA	214 102 174 249 149 191 192 063 114 125 076 205 053 165
0000613	Frida's	214 174 249 063 242 025 142 075 205 053 164
0000614	T'ang Dynasty	026 174 191 192 021 039 075 205 053 165
0000615	Trattoria No. 10	026 174 191 192 125 076 205 054 166
0000616	Corner Bakery	026 249 174 083 059 231 156 016 068 076 205 053 163
0000617	Ravinia Bistro Maison Barussea	174 200 196 092 075 205 053 165
0000618	Un DiAmo	214 174 249 242 125 075 205 053 166
0000619	Uncle Tannous	214 174 057 071 143 075 205 052 165
0000620	GORDON	026 190 174 101 249 200 245 196 193 189 191 192 146 114 057 071 024 006 076 206 054 168
0000621	Oo-La-La!	214 102 174 249 063 114 092 125 075 205 053 165
0000622	Genghis Khan	137 174 117 075 204 052 163
0000623	Siam Cafe	214 235 075 204 052 164
0000624	Abril	137 004 132 249 138 025 142 075 205 052 163
0000625	Distant Mirror Cafe	137 249 242 223 232 078 208 056 170
0000626	Rupert's for Steaks	137 174 099 191 192 024 225 076 205 053 167
0000627	YOSHI'S CAFE	214 174 097 080 099 200 245 196 193 146 090 128 014 077 206 054 168
0000628	Il Toscanaccio	026 242 125 078 208 056 170
0000629	Bar Louie	026 004 132 184 125 078 208 056 170
0000630	El Nuevo Mexicano	214 249 249 149 142 075 205 053 163
0000631	Arco de Cuchilleros	214 249 001 223 232 075 205 052 164
0000632	Northside Cafe	214 249 194 215 213 102 174 249 184 063 006 074 204 052 163
0000633	Udupi Palace	214 249 035 117 075 205 052 163
0000634	Osteria del Vecchio Ristorante	174 191 192 125 182 078 208 056 170
0000635	Maple Tree Inn	137 249 149 191 192 063 057 071 030 047 075 205 053 165
0000636	Coco Pazzo	026 174 101 099 249 200 189 114 024 025 125 076 206 054 167
0000637	D'Agostino's Cafe & Bar	214 174 100 086 249 198 125 182 078 208 056 170
0000638	Bangkok	214 021 235 076 205 053 164
0000639	Madison's	026 004 132 099 249 191 192 242 024 125 225 078 208 056 170
0000640	EVEREST	026 190 174 097 080 099 200 245 196 193 189 191 192 146 114 024 090 077 207 055 169
0000641	Babaluci	214 249 125 074 204 052 164
0000642	Leona's Daughters	214 249 174 100 086 198 191 192 125 182 075 205 052 164
0000643	BOB CHINN'S CRAB HOUSE	137 249 174 100 249 149 191 192 212 076 205 052 165
0000644	Marche	026 194 215 213 102 174 101 099 249 184 200 189 191 192 242 114 247 024 092 075 205 054 167
0000645	Akai Hana	137 011 150 136 198 149 196 024 128 076 205 053 164
0000646	Cafe Bernard	214 174 249 200 196 229 092 075 205 052 166
0000647	Szechwan East	026 249 174 198 191 192 024 021 039 060 078 208 056 170
0000648	Formosa	214 035 039 075 205 051 163
0000649	Vidalia on Park	137 249 200 196 191 192 242 024 006 075 205 053 167
0000650	Blackhawk Lodge	026 249 174 101 249 063 024 229 007 075 205 054 166
0000651	Rada's Inn	214 067 078 208 056 170
0000652	Ann Sather	214 249 174 148 097 100 249 198 149 010 059 231 036 156 008 075 205 052 163
0000653	Surf and Turf	026 174 101 099 249 191 192 242 247 057 071 024 212 225 075 205 053 167
0000654	Reza's	026 174 198 191 192 143 179 075 205 052 164
0000655	Rudi's Wine Bar & Cafe	214 249 200 092 076 205 053 165
0000656	Blue Agave	026 249 249 184 142 078 208 056 170
0000657	Cornelia's	026 249 008 075 205 053 165
0000658	Francesco's Hole in the Wall	137 174 249 125 078 208 056 170
0000659	Waterford	137 174 011 099 136 200 196 191 192 146 040 024 045 091 076 206 054 167
0000660	Farrago	026 249 025 006 076 205 053 165
0000661	D & J Bistro	137 174 011 249 200 193 191 192 063 059 231 092 076 206 053 166
0000662	Dee's	214 174 039 076 205 053 164
0000663	My Favorite Inn	137 249 198 149 125 076 206 052 165
0000664	Standard India	214 035 021 117 074 204 051 163
0000665	Philander's	137 174 191 192 040 212 075 205 054 166
0000666	Tulpe	214 035 249 198 135 075 204 051 162
0000667	Cafe Angelo	026 190 174 196 191 192 040 024 229 125 075 205 053 165
0000668	Pine Yard	137 035 149 039 075 204 052 164
0000669	Biggs	214 174 097 099 249 200 191 192 146 247 024 091 075 205 054 167
0000670	Ethiopian Village	214 025 072 075 204 052 163
0000671	Dixie Que	214 249 194 215 213 174 100 086 249 063 059 231 036 030 047 220 217 074 204 052 163
0000672	Star Top Cafe	214 068 076 205 053 166
0000673	Febo	214 174 198 191 192 125 075 205 052 164
0000674	Buster Crab Seafood	214 249 212 074 204 052 164
0000675	La Luce	026 174 196 024 125 078 208 056 170
